date,text,hashtags,sentiment,words
Sun Mar 18 17:39:39 +0000 2018,"Qu'est ce qu'un ""journaliste CHIEN DE GARDE""? Un exple ici.
AFFLIGEANT
SNCF : P. Martinez s'accroche avec JP Elkabbach dans un entretien très t... https://t.co/LWv7tnD9aA via @YouTube",NO HASHTAG,positif,"être,journaliste,chien,garde,expl,ici,affliger,sncf,p,martiner,si,accroche,jp,elkabbach,entretien,très,via,youtube"
Sun Mar 18 17:40:18 +0000 2018,"@jugeantireac @grotaz ⭕️ pas trop d’accord avec la première syllable ....
Car si ils étaient cons l’un serait en tôle depuis longtemps et l’autre aurait été viré par les Russes 
Donc pas cons mais extrêmement dangereux ...",NO HASHTAG,positif,"jugeantireac,grotaz,⭕,️,trop,daccord,premier,syllabl,car,si,con,lun,tôle,depuis,longtemps,lautre,virer,russe,donc,con,extrêmement,dangereux"
Sun Mar 18 17:40:17 +0000 2018,@VidaAndLife1 y’a tony qui a sucé le gay blond en Russie c improbable ptn dmerde,NO HASHTAG,neutre,"vidaandlife1,ya,tony,avoir,sucer,gay,blond,russie,improbable,ptn,dmerd"
Sun Mar 18 17:40:16 +0000 2018,La France aussi ‍♂️ https://t.co/0ui3RuxJeN,NO HASHTAG,neutre,"france,aussi,‍,♂,️"
Sun Mar 18 13:33:33 +0000 2018,Pourquoi les allemands continuent ils à voter pour Merkel ??? https://t.co/0dpYvXF7zW,NO HASHTAG,neutre,"pourquoi,allemand,continuer,voter,merkel"
Sun Mar 18 17:40:13 +0000 2018,"Aujourd'hui, le #témoignage d'un conducteur #SNCF de #train de notre ligne, sur sa vie et son sentiment sur la... https://t.co/F7BXv1HA4m","témoignage, SNCF, train",positif,"aujourd'huie,témoignage,conducteur,sncf,train,ligne,vie,sentiment"
Sun Mar 18 17:40:12 +0000 2018,"23• voyager ça doit être la chose que je souhaite le plus au monde, découvrir de nouvelle culture, apprendre des choses sur l’histoire de différents pays. Les pays que je veux absolument visiter : Canada, Chine, Corée, Japon, Norvège, Grèce et enfin Russie.",NO HASHTAG,positif,"23•,voyager,ça,devoir,être,chose,souhaiter,plus,monde,découvrir,nouveau,culture,avoir,chose,lhistoir,différent,pays,pays,vouloir,absolument,visiter,canader,chine,corer,japon,norvège,grèce,enfin,russie"
Sun Mar 18 17:40:11 +0000 2018,"#Venezuela Si l’on prend ses distances du gouvernement @NicolasMaduro , il faut s’attendre à être la cible de représailles verbales et même physiques. Nombreux sont les dissidents à pouvoir en témoigner. @AndreTostaM @revistaclimax Trad. : @barril_info https://t.co/mN0amRcHRd",Venezuela,positif,"venezueler,si,lon,prendre,distance,gouvernement,nicolasmaduro,falloir,sattendre,être,cibl,représaill,verbal,physique,nombreux,dissident,pouvoir,témoigner,andretostam,revistaclimax,trad,barril_info"
Sun Mar 18 17:40:11 +0000 2018,#bagages #sncf en fait ils s’étaient trompés d’adresse !! Confirmation que le service téléphonique n’est pas fiable il vaudrait mieux qu’ils améliorent leur site web pour permettre aux clients de prendre directement rdv,"bagages, sncf",positif,"bagage,sncf,faire,sétaient,tromper,dadresse,confirmation,service,téléphonique,nest,fiable,valoir,mieux,quils,améliorer,site,web,permettre,client,prendre,directement,rdv"
Sun Mar 18 17:40:09 +0000 2018,"@Eliise_15 Toutes les conditions n’étaient pas réunies pour permettre le départ de votre train. Pour toutes réclamations, vous pouvez vous rendre sur cette page : https://t.co/7Eh91RpAWC.
A votre dispo !",NO HASHTAG,positif,"eliise_15,tout,condition,nétaient,réunir,permettre,départ,train,tout,réclamation,pouvoir,rendre,page,avoir,dispo"
Sun Mar 18 13:50:28 +0000 2018,#TraduisonsLes «Pourquoi je paierais pour un service que je n'utilise pas MOI-MÊME ? Y a que ma gueule qui m'intéresse. La solidarité la cohésion nationale tout ça m'emmerde. Moi et rien que moi et que les autres crèvent.» https://t.co/WUFtk1vnK6,TraduisonsLes,positif,"traduisonsl,«,pourquoi,paierai,service,utiliser,moimême,avoir,gueuler,intéresser,solidarité,cohésion,national,tout,ça,emmerde,rien,autre,crever,»"
Sun Mar 18 17:40:07 +0000 2018,"En 1975, alors qu'il était de bon ton de critiquer la ""#colonisation"" et de dénigrer la #France, et alors que les #Comores accédaient à l'indépendance, les #Mahorais défilaient, eux, aux cris de : ""Nous voulons rester Français pour être libres"".
#SoutienAuxMahorais #Mayotte https://t.co/ypSKNRDvcI","colonisation, France",positif,"1975,alors,bon,critiquer,colonisation,dénigrer,france,alors,comore,accéder,indépendance,mahorai,défiler,cri,vouloir,rester,français,être,libre,soutienauxmahorai,mayotte"
Sun Mar 18 17:40:04 +0000 2018,"Encore.  La Russie "" invite ""... https://t.co/vd8rN2aJir",NO HASHTAG,neutre,"encore,russie,invite"
Sun Mar 18 17:40:02 +0000 2018,"@BFMTV LCI:Débats à 18h à propos de la #Russie vous dites""#démocrature élection 70%  de pour avec 70%de votants=49%!""Et en France? Nos Présidents ne  représentent que 35% de l'électorat et ont tous les pouvoirs=#monarchie!","Russie, démocrature",neutre,"bfmtv,lcidébat,18h,propos,russie,ditesdémocratur,élection,70,70de,votants49et,france,président,représenter,35,électorat,tou,pouvoirsmonarchie"
Sun Mar 18 17:40:02 +0000 2018,Ca va être sympa mes retours avec la grève sncf....,NO HASHTAG,positif,"ca,aller,être,symper,retour,grève,sncf"
Sun Mar 18 17:39:59 +0000 2018,"Je viens d’entendre sur @LCI un sinistre con insinuer que Poutine avait soutenu la  @FranceInsoumise pendant la campagne... Olivier Cimelière semble-t-il, un communicant.",NO HASHTAG,positif,"venir,dentendre,lci,sinistre,con,insinuer,poutine,soutenu,franceinsoumise,pendre,campagne,olivier,cimelièr,sembletil,communicant"
Sun Mar 18 17:39:58 +0000 2018,Contrôle des chômeurs : le plan du gouvernement https://t.co/QY4G0Gif1d,NO HASHTAG,neutre,"contrôler,chômeur,plan,gouvernement"
Sun Mar 18 17:39:57 +0000 2018,VIDEO. Présidentielle en Russie : Gérard Depardieu a voté à Paris (et ce n'est pas si étonnant que ça) https://t.co/Sa3yAVmXO4 via @franceinfo,NO HASHTAG,positif,"video,présidentiel,russie,gérard,depardieu,avoir,voter,pari,être,si,étonnant,ça,via,franceinfo"
Thu Mar 15 08:52:42 +0000 2018,"Tremblez géants du numérique. L'agent Bruno ""Bond"" Le Maire est en mission. Et il a le permis de taxer ! in @LesEchos https://t.co/T1uNnQBrwZ",NO HASHTAG,positif,"trembler,géant,numérique,agent,bruno,bond,maire,mission,avoir,permettre,taxer,in,lesechos"
Sun Mar 18 17:40:46 +0000 2018,"@SNCF Oui mais ne vous embêtez pas, j'aurais le chauffage chez moi après tout.",NO HASHTAG,positif,"sncf,oui,embêter,avoir,chauffage,chez,après,tout"
Sun Mar 18 17:40:46 +0000 2018,"@montagnette1 Débats #LCI à 18h à propos de la #Russie vous dites""#démocrature élection 70%  de pour avec 70%de votants=49%!""Et en France? Nos Présidents ne  représentent que 35% de l'électorat et ont tous les pouvoirs=#monarchie!","LCI, Russie, démocrature",neutre,"montagnette1,débattre,lci,18h,propos,russie,ditesdémocratur,élection,70,70de,votants49et,france,président,représenter,35,électorat,tou,pouvoirsmonarchie"
Sun Mar 18 11:36:01 +0000 2018,"#Syrie #Skirpal 
#Poutine ... ""Attention à une possible attaque chimique .."" https://t.co/vPUdksUDhG","Syrie, Skirpal, Poutine",neutre,"syrie,skirpal,poutine,attention,possible,attaquer,chimique"
Sun Mar 18 17:40:45 +0000 2018,Présidentielle russe: le pouvoir manipule l'étau de participation https://t.co/UPNEJ1g10T https://t.co/lcbYyo0qIU,NO HASHTAG,neutre,"présidentielle,russe,pouvoir,manipuler,étau,participation"
Sun Mar 18 17:40:40 +0000 2018,"SNCF. Face à la grève, « nous tiendrons » annonce Bruno Le Maire https://t.co/wpa2gPPAhU via @ouestfrance",NO HASHTAG,neutre,"sncf,face,grève,«,tiendron,»,annonce,bruno,maire,via,ouestfrance"
Sun Mar 18 17:40:37 +0000 2018,«Savoir quand fermer sa gueule»: des excuses britanniques aux Russes pour Johnson: https://t.co/bDZILkb3DE via @sputnik_fr,NO HASHTAG,positif,"«,savoir,quand,fermer,gueule,»,excuse,britannique,russe,johnson,via,sputnik_fr"
Wed Mar 14 10:49:39 +0000 2018,"""Le gouvernement a bloqué une proposition de loi qui devait permettre de revaloriser les retraites des agriculteurs"" : quel mépris pour les travailleurs de la terre ! Sait-il au moins qu'un agriculteur par jour se suicide à cause de ses revenus de misère ? https://t.co/Pv28JWAXaM",NO HASHTAG,positif,"gouvernement,avoir,bloquer,proposition,loi,devoir,permettre,revaloriser,retraite,agriculteur,quel,mépris,travailleur,terrer,saitil,moins,agriculteur,jour,suicid,cause,revenir,misèr"
Sun Mar 18 09:11:09 +0000 2018,"LE PARLEMENT ET NOUS: Le contrôle de l’action du gouvernement ▼
https://t.co/S76LOphTJV",NO HASHTAG,neutre,"parlement,contrôler,laction,gouvernement,▼"
Wed Dec 27 08:10:29 +0000 2017,"Sa nouvelle lettre ouverte au #gouvernement français vient appuyer le lancement d'une campagne contre le commerce de la fourrure. #France #Bardot #animaux
https://t.co/3xFtsdLnRo",gouvernement,positif,"nouveau,lettre,ouvert,gouvernement,français,venir,avoir,lancement,campagne,contrer,commerce,fourrure,france,bardot,animal"
Sun Mar 18 17:40:29 +0000 2018,"Russie
 : Pour Poutine, l’agriculture est une « locomotive » économique https://t.co/6VpVVywbkK @FranceAgricole",NO HASHTAG,positif,"russie,poutine,lagriculture,«,locomotif,»,économique,franceagricole"
Sun Mar 18 17:40:29 +0000 2018,"Grève à la SNCF, Bruno Le Maire assure que le gouvernement « tiendra » https://t.co/bYaFPc86Ny",NO HASHTAG,positif,"grève,sncf,bruno,maire,assurer,gouvernement,«,tenir,»"
Sun Mar 18 09:09:43 +0000 2018,"""LA SNCF DOIT REDEVENIR NOTRE BIEN COMMUN"" - Ruffin chez Bourdin https://t.co/pgRgFPBKIl via @YouTube",NO HASHTAG,positif,"sncf,devoir,redevenir,bien,commun,ruffin,chez,bourdin,via,youtub"
Sun Mar 18 17:40:29 +0000 2018,"16h04 SNCF: face à la grève, le gouvernement tiendra bon, affirme Le Maire AFP https://t.co/U9gIov9i9d",NO HASHTAG,positif,"16h04,sncf,face,grève,gouvernement,tenir,bon,affirmer,maire,afp"
Sun Mar 18 17:40:29 +0000 2018,"@LaNabote @Biancalibs @patrice83136 @VerlaineDJENI Pas sûr quand on voit à Mayotte les résultats partiels et LREM en tête, il faut se poser des questions sur les Français, ils doivent être hypnotisés par Jupiter",NO HASHTAG,positif,"lanabote,biancalibs,patrice83136,verlainedjeni,sûr,quand,voir,mayotte,résultat,partiel,lrem,tête,falloir,poser,question,français,devoir,être,hypnotiser,jupiter"
Sun Mar 18 17:40:29 +0000 2018,Gérard Depardieu a voté pour la présidentielle russe à Paris https://t.co/kGFppq6Jbd,NO HASHTAG,neutre,"gérard,depardieu,avoir,voter,présidentielle,russe,pari"
Sun Mar 18 17:40:28 +0000 2018,"Un principe simple sur la conduite du changement, mieux vaut avancer parfois en désordre que rester immobile en bon ordre. Heureux de voir un gouvernement qui ose et qui fait bouger la France #reforme",NO HASHTAG,positif,"principe,simple,conduite,changement,mieux,valoir,avancer,parfois,désordre,rester,immobile,bon,ordre,heureux,voir,gouvernement,oser,faire,bouger,france,reformer"
Sat Mar 17 16:26:21 +0000 2018,"@FabienRemblier @gblardone Les ""avantages"" sont aussi la pour compenser une paie de merde au regard des responsabilités et des contraintes (notamment horaires) du métier. Malgré ces avantages, la SNCF a bcp de mal à recruter. Vous croyez que ça va s'améliorer ?",NO HASHTAG,positif,"fabienremblier,gblardone,avantage,aussi,compenser,paie,merder,regard,responsabilité,contraint,notamment,horaire,métier,malgré,avantage,sncf,avoir,bcp,mal,recruter,croire,ça,aller,si,améliorer"
Sat Mar 17 20:39:10 +0000 2018,"@PASCALPOINTUD Aie !!! Mieux que le régime spécial des cheminots quoi !!! 
#SNCF",SNCF,positif,"pascalpointud,mieux,régime,spécial,cheminot,quoi,sncf"
Sun Mar 18 17:40:23 +0000 2018,@gwendoSta Mais attendez car les fonctionnaires veulent aussi descendre dans la rue Et si tout le monde s'y met le peuple reprendra les rênes ... Car ce gouvernement et ce président ont oublié que c'est le peuple qui décide !!! Vu que ce président  n'aime pas son peuple !!!,NO HASHTAG,positif,"gwendosta,attendre,car,fonctionnaire,vouloir,aussi,descendre,rue,si,tout,monde,si,yu,mettre,peupler,reprendre,rêne,car,gouvernement,président,oublier,être,peupler,décider,voir,président,aimer,peuple"
Sun Mar 18 17:40:20 +0000 2018,"Allez, pour se remonter un peu le moral par ce temps printanier :  https://t.co/0PQWwlcd89",NO HASHTAG,neutre,"aller,remonter,peu,moral,temps,printanier"
Wed Feb 21 14:40:44 +0000 2018,"Ville #Gatineau amorce démarche contre firme AECOM, seule firme qui n'a pas accepté de participer au programme de remboursement volontaire du gouvernement dans le cadre de la collusion selon la Ville",Gatineau,positif,"ville,gatineau,amorc,démarcher,contrer,firme,aecom,seul,firme,avoir,accepter,participer,programme,remboursement,volontaire,gouvernement,cadre,collusion,selon,ville"
Sun Mar 18 17:41:15 +0000 2018,"Le grand retour des Cosaques : ""Nous sommes la meilleure part de la nation russe"" https://t.co/9gzBxXr32n via @LObs",NO HASHTAG,positif,"grand,retour,cosaque,meilleur,part,nation,russe,via,lob"
Tue Mar 13 13:13:03 +0000 2018,"(COLLABOPHÈRE)MACRON en Marche pour une république islamique. 

Le dossier islam est désormais ouvert par le gouvernement(réforme) 

MACRON confirme une volonté,à défaut d'apporter des éléments deux priorités se dessinent:la formation des imams et le financement du culte https://t.co/cPLayooGZa",NO HASHTAG,positif,"collabophèremacron,marche,république,islamique,dossier,islam,désormais,ouvrir,gouvernementréform,macron,confirmer,volontéà,défaut,apporter,élément,deux,priorité,dessinentla,formation,imam,financement,cult"
Sun Mar 18 17:41:14 +0000 2018,Les gens vont comprendre quand ?que cet homme est dangereux il est interdit de penser autrement que lui! Et il CRITIQUE POUTINE ??? https://t.co/kZOuVsJB8K,NO HASHTAG,neutre,"gens,aller,comprendre,quand,homme,dangereux,interdire,penser,autrement,critique,poutine"
Sun Mar 18 16:57:54 +0000 2018,"Ce que Macron a dit réellement à Marseille le 1er avril : 

""Et que nous chassions loin de cette campagne, loin du pays, le parti[Le FN] de la haine, celui du mépris, celui du repli et toutes celles et ceux qui nous font tellement honte.(...)"" https://t.co/F9UKsU0Xxk",NO HASHTAG,neutre,"macron,avoir,dire,réellement,marseille,1er,avril,chassion,loin,campagne,loin,pays,parti,[,fn,],haine,celui,méprendre,celui,repli,tout,celui,celui,faire,tellement,hont"
Sun Mar 18 17:41:13 +0000 2018,@_Stalker_69_ @Mmederenalfr alors nos belles âmes toujours promptes à dénoncer Poutine ou Assad où sont elles ?Elles baissent chastement les yeux devant les crimes commis par le Sultan.,NO HASHTAG,neutre,"_,stalker_69,_,mmederenalfr,alors,bel,âme,toujours,prompte,dénoncer,poutine,assad,où,baisser,chastement,oeil,devoir,crime,commis,sultan"
Sat Mar 17 18:26:52 +0000 2018,"Heureusement que les mahorais sont noirs... Sinon, on dirait que c'est du racisme...  https://t.co/AKMlwh61jk",NO HASHTAG,positif,"heureusement,mahorai,noir,sinon,dire,être,racisme"
Sun Mar 18 17:41:10 +0000 2018,Pourquoi les Russes votent-ils plus activement en 2018 qu’en 2012? https://t.co/62DeD7qw6P via @sputnik_fr,NO HASHTAG,positif,"pourquoi,russe,votentils,plus,activement,2018,quen,2012,via,sputnik_fr"
Sun Mar 18 17:41:08 +0000 2018,"@EmmanuelMacron Le paradoxe de la France c'est l'usage d'ordonnances alors que nous sommes une ""démocratie"". Le paradoxe de la France c'est le gouvernement Macron-Philippe.",NO HASHTAG,positif,"emmanuelmacron,paradoxe,france,être,usage,ordonnance,alors,démocratie,paradoxe,france,être,gouvernement,macronphilipp"
Sun Mar 18 17:41:06 +0000 2018,"Mayotte, ce bout de France où vivent 3.000 mineurs sans-papiers et sans parents https://t.co/18M6WszxdW via @streetpress CQFD : dans un département Français, 98 % musulman, la misère domine, ou est la solidarité musulmane ?",NO HASHTAG,positif,"mayotte,bouillir,france,où,vivre,3000,mineur,sanspapier,sans,parent,via,streetpres,cqfd,département,français,98,musulman,misèr,dominer,solidarité,musulman"
Sun Mar 18 17:41:04 +0000 2018,"@lauanne2501 @freyjc @damaumart1 Et c'est bien le cas, sauf lorsque certains syndicats refusent de discuter avec le Gouvernement ! ",NO HASHTAG,positif,"lauanne2501,freyjc,damaumart1,être,bien,cas,sauf,lorsque,certain,syndicat,refuser,discuter,gouvernement"
Sun Mar 18 17:41:02 +0000 2018,"Des rats  
Il faut employer les grands moyens pour les éliminer !....
Grève générale illimitée....... https://t.co/ytKyYbPV80",NO HASHTAG,neutre,"rat,falloir,employer,grand,moyen,éliminer,grève,général,illimiter"
Sun Mar 18 17:41:00 +0000 2018,Bon baiser de russie,NO HASHTAG,positif,"bon,baiser,russie"
Sun Mar 18 17:40:58 +0000 2018,L’ambassade russe sur l’affaire Skripal: « Nous avons impérativement besoin du détective Hercule Poirot à ... https://t.co/AIuO9QJIIO,NO HASHTAG,neutre,"lambassad,russe,laffair,skripal,«,impérativemer,besoin,détective,hercul,poirot"
Sun Mar 18 14:57:05 +0000 2018,"Dîtes la fachosphère, vous en pensez quoi des voilées qui aide à bourrer les urnes pour Poutine ? #Russie https://t.co/yRGHv6Hi2r",Russie,positif,"dire,fachosphère,penser,quoi,voiler,aider,bourrer,urne,poutine,russie"
Sun Mar 18 17:40:52 +0000 2018,Révoltée et trash : voici la nouvelle génération du rap russe https://t.co/UiyvNEF2SF,NO HASHTAG,positif,"révolter,trash,voici,nouveau,génération,rap,russe"
Sun Mar 18 17:40:51 +0000 2018,"tous les #médias #francais en mode radio #collabo #poutine pour parler en boucle de cet exilé fiscal alcoolique  Gérard #Depardieu

#pathetique","médias, francais, collabo, poutine",neutre,"tou,média,francai,mode,radio,collabo,poutine,parler,boucl,exiler,fiscal,alcoolique,gérard,depardieu,pathetiqu"
Sun Mar 18 17:40:49 +0000 2018,"#LCI M.#Weill, @jclagarde brillamment réélu à l'#UDI. Comme il était le seul candidat avec + de 90% des voix, on doit pouvoir le comparer à #Poutine ? Une réaction ? https://t.co/hU90fgyRty","LCI, Weill, UDI",positif,"lci,mweill,jclagarde,brillamment,réélire,udi,comme,seul,candidat,+,90,voix,devoir,pouvoir,comparer,poutine,réaction"
Sat Mar 17 15:30:36 +0000 2018,"Discours de clôture du #CongresUDI par @jclagarde brillamment réélu. @UDI_off « Le Centre et la Droite de progrès ! ». Un nouveau logo, un nouveau souffle et une ambition nationale renouvelée ! https://t.co/n8aoT19qkF",CongresUDI,positif,"discours,clôture,congresudi,jclagarde,brillamment,réélire,udi_off,«,centre,droite,progrè,»,nouveau,logo,nouveau,souffler,ambition,national,renouveler"
Tue Mar 13 14:39:00 +0000 2018,"Et finalement le gouvernement britannique reconnaît que le coût économique du Brexit sera supérieur à la contribution actuelle au budget de l’UE 
https://t.co/1FgogAGspu",NO HASHTAG,positif,"finalement,gouvernement,britannique,reconnaître,coût,économique,brexit,supérieur,contribution,actuel,budget,lire"
Sun Mar 18 17:40:47 +0000 2018,"Le gouvernement tiendra face à la grève de la SNCF, affirme Le Maire https://t.co/BkVRBd5wwD https://t.co/AGsYFw27Tm",NO HASHTAG,positif,"gouvernement,tenir,face,grèv,sncf,affirmer,maire"
Sun Mar 18 10:22:42 +0000 2018,"@AnneNivat  Je regarde l'émission pour me faire une autre idée de la #Russie 
https://t.co/MpMhpH3xIX",Russie,positif,"annenivat,regarder,émission,faire,autre,idée,russie"
Sun Mar 18 17:41:34 +0000 2018,"Derrière l'omniprésence diplomatique de Poutine, un échec économique cinglant https://t.co/9uokMvTyhk",NO HASHTAG,positif,"derrière,omniprésence,diplomatique,poutine,échec,économique,cingler"
Sun Mar 18 17:41:33 +0000 2018,Élection en #Russie : fermeture des bureaux de vote dans les grandes villes  https://t.co/SDDmBcvs86 via @libe #politique,"Russie, politique",neutre,"élection,russie,fermetur,bureau,voter,grand,ville,via,lib,politique"
Sun Mar 18 17:41:33 +0000 2018,"Quand Thomas Legrand @lofejoma trouve que c'est une misère de voter...
Tout en faisait sa morale sur Poutine autoritaire...
Bref, il ne sait plus où est son slip.

https://t.co/z378wE2b9X",NO HASHTAG,positif,"quand,thomas,legrand,lofejoma,trouver,être,misère,voter,tout,faire,moral,poutine,autoritaire,bref,savoir,plus,où,slip"
Sun Mar 18 17:41:33 +0000 2018,"Contre le froid, le gouvernement annonce une ""mobilisation"" pour loger les SDF https://t.co/ECG7wjPSl3",NO HASHTAG,neutre,"contrer,froid,gouvernement,annonc,mobilisation,loger,sdf"
Sun Mar 18 17:41:32 +0000 2018,"@stephaneguillon a raison, si les syndicats voulaient emmerder tout le monde, ils ont qu’à mettre les billets de train gratuit pour tous, ça ferait chier le gouvernement et les grévistes seraient adorés par tout le monde 
#Greve22mars",NO HASHTAG,positif,"stephaneguillon,avoir,raison,si,syndicat,vouloir,emmerder,tout,monde,quà,mettre,billet,train,gratuit,tou,ça,faire,chier,gouvernemer,gréviste,adorer,tout,monde,greve22mar"
Sun Mar 18 17:41:32 +0000 2018,"@FrDesouche Non logique car Hollande, son gouvernement et les médias du Système les ont incité à aller combattre le méchant Assad. 

Ils ont même été financés par le système social français. 

Logique.",NO HASHTAG,positif,"frdesouch,non,logique,car,holland,gouvernement,média,système,inciter,aller,combattr,mécher,assad,financé,système,social,français,logique"
Sat Mar 17 15:32:18 +0000 2018,"@spetsnagirl @AnneNivat ... Je suis également surpris par les commentaires de certains ""Spécialistes "" en politique étrangère et de la Russie ... ",NO HASHTAG,neutre,"spetsnagirl,annenivat,également,surprendre,commentaire,certain,spécialiste,politique,étranger,russie"
Sun Mar 18 17:41:30 +0000 2018,La question est comment tient-il ce beau monde ? https://t.co/gRIx9mUt4a,NO HASHTAG,positif,"question,comment,tientil,beau,monde"
Mon Jan 15 15:37:10 +0000 2018,"Depuis l'article du #CanardEnchaîné du 20 décembre 2017 qui révèlait les 671 infractions au #CodeDuTravail de #MurielPénicaud, Ministre du Travail, il ne s'est rien passé.
Il n'y a eu aucune réaction du #gouvernement #Macron et des grands #médias.
UN SILENCE HALLUCINANT ! https://t.co/RsGyu1nEnL","CanardEnchaîné, CodeDuTravail",positif,"depuis,article,canardenchaîner,20,décembre,2017,révèler,671,infraction,codedutravail,murielpénicaud,ministre,travail,si,être,rien,passé,yu,avoir,aucun,réaction,gouvernement,macron,grand,média,silence,halluciner"
Sun Mar 18 14:45:49 +0000 2018,"@JeudyBruno @IfopOpinion @leJDD Tjrs pas vu de tweet de votre part sur la descente spectaculaire de Wauquiez dans les sondages chez l'ensemble des français 12% et à droite 38%, et avant de parler des élections partielles, oubliez pas de dire que Macron a pas de candidat à Mayotte.",NO HASHTAG,positif,"jeudybruno,ifopopinion,lejdd,tjr,voir,tweet,part,descente,spectaculaire,wauquer,sondage,chez,ensemble,français,12,droite,38,avant,parler,élection,partiel,oublier,dire,macron,avoir,candidat,mayotte"
Sun Mar 18 17:41:28 +0000 2018,L'exécutif se veut ferme face aux grèves de la SNCF https://t.co/euNfY8w7TH,NO HASHTAG,neutre,"exécutif,vouloir,ferme,face,grèv,sncf"
Sun Mar 18 17:41:19 +0000 2018,"@spetsnagirl @AnneNivat Je viens de voir votre reportage sur la 5 où l'on apprend beaucoup de choses sur les disparités des modes de vie des Russes . Félicitations pour votre travail journalistique, bien loin des plateaux télé que certains ""Spécialistes "" fréquentent assidûment ...",NO HASHTAG,positif,"spetsnagirl,annenivat,venir,voir,reportage,5,où,apprendre,beaucoup,chose,disparité,mod,vie,russe,félicitation,travail,journalistique,bien,loin,plateau,télé,certain,spécialiste,fréquenter,assidûment"
Sun Mar 18 17:41:27 +0000 2018,"@MarteauOlivier @SNCF Il s agit d acquis datant d un moment. Les nouveaux embauchés sont pas logés à la même enseigne. Chaque boite à ces avantages , le tout  est que pour l age de la retraite , ou la ss, cela soit calculé sur les mêmes bases. N oublions pas que nous travaillons tous et eux aussi.",NO HASHTAG,positif,"marteauolivier,sncf,agir,acquérir,dater,moment,nouveau,embauché,loger,enseigner,chaque,boiter,avantager,tout,age,retraire,ss,celer,calculer,base,oublion,travailler,tou,aussi"
Sun Mar 18 17:41:26 +0000 2018,@pascalvillaret Amusantes aussi les gesticulations de l'ONG GOLOS financée par... les US  (voir wikipedia)https://t.co/DHp5GziGSs,NO HASHTAG,positif,"pascalvillaret,amusant,aussi,gesticulation,ong,golo,financer,us,voir"
Sun Mar 18 17:41:24 +0000 2018,Sweaty Merkel est élu démocratiquement à l’instar de XI jinping ou V.Poutine et même si je sais que vous les communistes vous avez encore du mal à vous y faire Macron aussi a été élu par le peuple https://t.co/MsdhKJ1EJg,NO HASHTAG,positif,"sweaty,merkel,élu,démocratiquement,linstar,xi,jinping,vpoutine,si,savoir,communiste,encore,mal,faire,macron,aussi,avoir,élire,peuple"
Sun Mar 18 17:41:22 +0000 2018,@cypcyp77 @MichelSarran1 @DansLeTGV @SNCF Par contre tu as cassé ton PEL non?,NO HASHTAG,neutre,"cypcyp77,michelsarran1,dansletgv,sncf,contrer,cassé,pel,non"
Sun Mar 18 17:41:22 +0000 2018,"@DaFrenchBastar1 @Haldrix @tamerelatepu666 @Theomegaboy @sekouba_doum @EmmanuelMacron Tu dois être d’au moins l’un des deux camps pour cataloguer avec un tweet... C’est marrant parce que le FN aussi est pro Poutine, tu dois fasciser un peu",NO HASHTAG,neutre,"dafrenchbastar1,haldrix,tamerelatepu666,theomegaboy,sekouba_doum,emmanuelmacron,devoir,être,dau,moins,lun,deux,camp,cataloguer,tweet,cest,marrant,parce,fn,aussi,pro,poutine,devoir,fasciser,peu"
Sun Mar 18 17:41:20 +0000 2018,#LegislativePartielle #LegislativesPartielles #Mayotte #Circo97601 Résultats dans la commune d'Acoua https://t.co/QMMzz8NGOB,"LegislativePartielle, LegislativesPartielles, Mayotte, Circo97601",positif,"legislativepartiell,legislativespartiell,mayotte,circo97601,résultat,commun,acoua"
Sun Mar 18 17:41:20 +0000 2018,Est-ce qu'il met sa démission en jeux avec cette affirmation ? https://t.co/MLlMko6Uf2,NO HASHTAG,neutre,"estce,mettre,démission,jeu,affirmation"
Fri Mar 16 18:50:53 +0000 2018,Selon #BFMTV les médias russes sont tous à la botte de Poutine. Ça ne dérange pas de dire cela alors que tous nos médias français sont tous à la botte de Macron. Trop fort.,BFMTV,neutre,"selon,bfmtv,média,russe,tou,botte,poutine,ça,déranger,dire,celer,alors,tou,média,français,tou,botte,macron,trop,fort"
Sun Mar 18 04:59:14 +0000 2018,"“Moscou a effectué le paiement final de la dette extérieure restante  héritée de l’Union soviétique. La Russie a assumé la dette après que  les autres anciennes républiques soviétiques ont refusé de payer.” On l'oublie parfois, surtout les ""grands économistes"" de Twitter.",NO HASHTAG,neutre,"“,moscou,avoir,effectuer,paiement,final,dette,extérieur,restant,hériter,lunion,soviétique,russie,avoir,assumer,dette,après,autre,ancien,république,soviétique,refuser,payer,”,oublie,parfois,surtout,grand,économiste,twitter"
Sun Mar 18 17:41:58 +0000 2018,Un commentaire à ajouter ? #macron #LREM @alexiscorbiere #le79inter #CaVous #cdanslair @Francois_Ruffin @AQuatennens #SNCF #Greve22mars #Hopitaux #fonctionpublique #fonctionnaires @GDarmanin @agnesbuzyn @Elisabeth_Borne @EPhilippePM https://t.co/Kj90IucVak,"macron, LREM, le79inter, CaVous, cdanslair",positif,"commentair,ajouter,macron,lrem,alexiscorbiere,le79inter,cavou,cdanslair,francois_ruffin,aquatennen,sncf,greve22mar,hopitaux,fonctionpubliqu,fonctionnaire,gdarmanin,agnesbuzyn,elisabeth_borne,ephilippepm"
